$GPGGA,000000.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,000100.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,000200.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,000300.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,000400.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,000500.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,000600.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,000700.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,000800.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,000900.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,001000.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,001100.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,001200.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,001300.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,001400.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,001500.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,001600.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,001700.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,001800.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,001900.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,002000.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,002100.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,002200.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
$GPGGA,002300.000,3346.8781,N,08424.0594,W,1,06,2.9,326.6,M,-30.8,M,,0000*69
